-9.479388146495545953e-02,-1.247591255415497757e-02,-5.953440843838402052e-02,-1.391132077500192334e-02,-3.723515714285118624e-03,2.283240931238890979e-04,-4.152900118406941863e-04,4.226055712764389114e-04,-3.050590659922887762e-02,-2.181102231255303489e-02,-1.302966436298966940e-02,1.123837078405869744e-02,1.872198983779713444e-01,-1.631613870455012605e-01,3.132256379082973708e-03,-3.721740899822890275e-02,-1.697792140485188811e-02,-1.711069547091017412e-02,-1.945650682701622128e-02,1.237322870534551117e-02,2.336827753379316919e-02,-1.485848239139886395e-03,-3.878496280936275659e-02,-4.897838360868281282e-02,1.123367212074452559e-02,1.209487117682269720e-02,1.479262116080544594e-02,-6.689888117941222932e-04,6.536922830968407150e-02,-2.537499295575361955e-04,-2.799659263944485107e-03,-6.317027312726430921e-03,-2.108861211610116304e-01,3.036911876850056230e-02,-4.472527353147025958e-02,-3.920306486417647618e-03,-1.107235392648197453e-02,1.760917354697568230e-02,-4.827840267152657544e-03,-2.268961758399573592e-02
-6.161660306295801970e-02,4.846184824122190538e-03,-5.240789990738111553e-02,-2.675365718822164847e-03,-3.050470881711972969e-03,4.688146743176235635e-04,-2.734434459297969988e-04,5.819808203002659270e-04,-2.554858801902772786e-02,-2.008306861830720658e-02,-1.188053259588037376e-02,2.234428006412527562e-02,1.525757036214170637e-01,-1.235234344862004008e-01,9.686563495187830442e-03,-1.195523671358472532e-02,1.146500853927534536e-02,-1.362916958756239371e-03,-8.551021037194668148e-03,1.418131342702961747e-02,3.340674985155923926e-02,2.847669857733947651e-02,-3.119028948435234247e-02,-7.208561987404293360e-03,2.465078800912106835e-02,2.821169323435715123e-02,3.128774131171169898e-02,1.313250931554669869e-02,7.731304853440318370e-02,1.029470563529331456e-04,8.349548924959789356e-03,-3.192743891492765083e-03,-2.025808777153187690e-01,4.629376183684558860e-02,-1.043623827381829836e-02,-3.920306486417647618e-03,-1.107235392648197453e-02,1.490147862017962913e-02,-1.508126273281358955e-03,-8.510912394054593461e-03
-5.911972416158472327e-02,6.250679206144638123e-03,-5.160378352508122879e-02,-1.551770213204184401e-03,-2.939223801947816236e-03,4.758351054047463193e-04,-2.698363162092837155e-04,5.819808203002659270e-04,-2.514934088505180187e-02,-2.008306861830720658e-02,-1.171029085260492757e-02,2.509258079931740368e-02,1.104408721607428867e-01,-1.154085780567372238e-01,1.027473903691554329e-02,-1.060692210684315712e-02,1.310742273464590886e-02,-2.592997005756312624e-03,-7.779926082358792037e-03,1.398759006399202982e-02,3.205321218180966908e-02,3.034935775336944364e-02,-3.087817962168069863e-02,-4.367833237325024001e-03,2.140881446449113823e-02,2.478512538034492382e-02,2.736130811233502408e-02,1.208382017696990780e-02,7.248720583777398807e-02,1.296993302962180219e-04,9.224171978521038262e-03,-3.527147315783829215e-03,-2.015883683520228731e-01,4.845858400462461912e-02,-6.303473195683197486e-03,-3.920306486417647618e-03,-1.107235392648197453e-02,9.733194656951845922e-03,-1.362920080487599979e-03,-7.475039461134376506e-03
-5.649800131514276513e-02,6.718844000152157658e-03,-5.096872665172847566e-02,-1.364504295601176673e-03,-2.904922619020533069e-03,4.785289917521301636e-04,-2.680073490270516289e-04,5.819808203002659270e-04,-2.480712905592957762e-02,-1.979649501712686319e-02,-1.171029085260492757e-02,2.423427867697035276e-02,6.924237028808372107e-02,-1.051713745611067424e-01,1.038696751771874503e-02,-8.996435215457338277e-03,1.447354295322512453e-02,-1.413405318894299162e-03,-6.843596494343811946e-03,1.288982434011239769e-02,2.981111684180098864e-02,3.128568734138448271e-02,-3.046203313811848487e-02,-2.214804184657849680e-03,1.884337963952525952e-02,2.281285667367503184e-02,2.591580659507099899e-02,1.084786512079013304e-02,7.193289872166909460e-02,1.386167549439804470e-04,9.969121879969469746e-03,-3.737343753909647560e-03,-2.013917391385397215e-01,4.704000947842144897e-02,-2.574298457209704596e-03,-3.920306486417647618e-03,-1.107235392648197453e-02,6.733960744796586156e-03,-1.272792098753533366e-03,-6.737796562929884020e-03
-5.524956186445611345e-02,7.655173588167141219e-03,-5.062193791542662219e-02,-8.027065427921975093e-04,-2.873402613087357085e-03,4.972229303445829113e-04,-2.597261920630555636e-04,5.819808203002659270e-04,-2.479762317178729400e-02,-1.979649501712686319e-02,-1.179541172424265413e-02,2.445969135556654017e-02,3.366184594351442905e-02,-9.512143698307926054e-02,1.075478202779636162e-02,-8.341004503846888643e-03,1.501078124143041120e-02,6.107189375498060227e-04,-6.843596494343811946e-03,1.253466484121016147e-02,2.854038382949496827e-02,3.222201692939941076e-02,-2.983781341277515209e-02,-7.177348433683644396e-04,1.857817646141694465e-02,2.280787619714303577e-02,2.678037369641330170e-02,9.771086094572894662e-03,6.622128823477768655e-02,1.564516042395028847e-04,9.877903524690050466e-03,-3.001656220469301351e-03,-2.013917391385397215e-01,4.765601578632605584e-02,-1.460389119743547197e-03,-3.920306486417647618e-03,-1.107235392648197453e-02,4.125942358688312189e-03,-1.192678337212149014e-03,-6.283630051799720014e-03
-5.490624101551731112e-02,7.655173588167141219e-03,-5.062410534502850834e-02,-2.409087899831963088e-04,-2.868767318097184375e-03,4.962433353091693722e-04,-2.357464001182332802e-04,5.620589141722864184e-04,-2.482138788214300132e-02,-1.979649501712686319e-02,-1.188053259588037376e-02,2.539168608437776184e-02,1.493525418321481335e-02,-8.656962674587577455e-02,1.084407330084416650e-02,-7.985199260401216331e-03,1.545592153737199333e-02,1.735232413352117689e-03,-7.174065760702047663e-03,1.234094147817258250e-02,2.783017465219107811e-02,3.315834651741444983e-02,-2.890148382476017200e-02,-6.859948573339601100e-04,1.725216057087549174e-02,2.207076567040788112e-02,2.684188439927559511e-02,8.862846394198377678e-03,5.897409722354175071e-02,1.666429466940883507e-04,9.422706045893859336e-03,-2.820122932997010372e-03,-2.003711398876034389e-01,4.877186721264465535e-02,2.346903068352019313e-04,-3.805653883803568945e-03,-1.107235392648197453e-02,1.843851790080890335e-03,-1.252763658368187278e-03,-5.938339074159615892e-03
-5.365780156483065944e-02,8.123338382174605243e-03,-5.024697259430023488e-02,-5.364287238021070572e-05,-2.829367310680710925e-03,4.788555234306009277e-04,7.665135553581551859e-05,5.421370080443091866e-04,-2.466929373586646337e-02,-1.979649501712686319e-02,-1.166773041678606342e-02,2.583817658236636089e-02,4.635628715050008064e-03,-7.770570664600065514e-02,1.108409479628457740e-02,-6.805423979502336559e-03,1.619270547548215880e-02,1.712283158743908634e-03,-6.017423328448234798e-03,1.185663307057862291e-02,2.753717355662178151e-02,3.315834651741444983e-02,-2.754900775318298162e-02,8.057844862832044949e-04,1.750112681971187009e-02,2.276305190835508849e-02,2.771328602315815265e-02,7.935880102063528826e-03,5.497222456436574867e-02,1.755603713418495560e-04,9.211651812110142543e-03,-2.514382659359464933e-03,-1.993692672284273770e-01,5.070788703748765891e-02,3.770141682271123569e-03,-3.786545116701222572e-03,-1.107235392648197453e-02,4.557857362844996247e-04,-1.202692557404822166e-03,-5.453065267746563631e-03
-5.365780156483065944e-02,8.123338382174605243e-03,-5.024697259430023488e-02,1.336230452227971099e-04,-2.855788492124700095e-03,4.605697494362366758e-04,9.549987844159698485e-05,5.819808203002659270e-04,-2.470731727243559786e-02,-1.979649501712686319e-02,-1.179541172424265413e-02,2.602891038733239765e-02,-1.918678401054862981e-03,-7.489671788195563507e-02,1.089240527432873938e-02,-6.243626226693308606e-03,1.533312421435364253e-02,2.405350647911890915e-03,-5.907266906328831856e-03,1.150147357167639363e-02,2.734608588559827788e-02,3.315834651741444983e-02,-2.671671478605855063e-02,7.528845095591972427e-04,1.676505269271743453e-02,2.173707374276418608e-02,2.659925884909654370e-02,7.130636656370654969e-03,4.854713093140693853e-02,1.755603713418495560e-04,8.596375062774613482e-03,-2.906112384957565149e-03,-1.992943608613861883e-01,4.747649394802244682e-02,4.206019249105658921e-03,-3.652783746984796225e-03,-1.107235392648197453e-02,-3.090252953804637848e-04,-1.252763658368187278e-03,-5.589937366991271257e-03
-5.309600381202162628e-02,8.591503176182124779e-03,-4.985683526596068615e-02,3.208889628257827198e-04,-2.795993186751465943e-03,5.205699453552440877e-04,1.238488697661959119e-04,7.612779754520701200e-04,-2.457898783651475336e-02,-1.979649501712686319e-02,-1.162516998096720273e-02,2.531365861870985001e-02,-9.409315105174703708e-03,-7.527124971716171731e-02,1.031405996449622289e-02,-5.400929597479873362e-03,1.514892822982611548e-02,3.520684421870918894e-03,-5.962345117388532893e-03,1.043599507496969017e-02,2.747666246079768712e-02,3.409467610542937788e-02,-2.505212885180969212e-02,1.742114074298212884e-03,1.776632999782014333e-02,2.277301286141907716e-02,2.809943654668261084e-02,7.767340776220841257e-03,4.258832943327956616e-02,1.844777959896119811e-04,8.410361161812717617e-03,-3.469821014476792698e-03,-1.993411773407869347e-01,4.748353402011278035e-02,5.045487155601924116e-03,-3.633674979882450286e-03,-1.107235392648197453e-02,-9.837784448527161184e-04,-1.342891640102253890e-03,-5.350411193312986508e-03
-5.255501338339077511e-02,9.059667970189588804e-03,-4.985900269556257230e-02,1.336230452227971099e-04,-2.816852014207244220e-03,4.762432700028347609e-04,7.578767658865036511e-05,7.811998815800472434e-04,-2.459799960479932060e-02,-1.979649501712686319e-02,-1.158260954514833685e-02,2.526597516746831654e-02,-1.596362222127957475e-02,-7.283679278832266846e-02,9.707043144969446438e-03,-5.457109372760769218e-03,1.396700399577436788e-02,2.726640212426817249e-03,-6.017423328448234798e-03,9.564239941300565692e-03,2.605305931167285413e-02,3.409467610542937788e-02,-2.369965278023249827e-02,1.673344104556923019e-03,1.790163774175293834e-02,2.269332523690716780e-02,2.789440087047491065e-02,7.580074858617855647e-03,3.541042681155673333e-02,1.857517137964350220e-04,7.659151177158852151e-03,-3.393385946067401567e-03,-1.993224507490266306e-01,4.793409863389440362e-02,6.369263469691994507e-03,-3.767436349598875765e-03,-1.107235392648197453e-02,-8.733766743385858742e-04,-1.533161823763050944e-03,-4.886912493597955244e-03
